GVKEY,DATADATE,FYEAR,CIK,MD_A,PROFORMA
221821,31MAR2007,2006,0001158967,2,C
221821,31MAR2008,2007,0001158967,2,C
222111,31DEC2003,2003,0001119639,2,C
222111,31DEC2007,2007,0001119639,1,N
222111,31DEC2011,2011,0001119639,1,N
242977,31DEC2006,2006,0001172494,2,C
242977,31DEC2010,2010,0001172494,1,C
252614,31DEC2006,2006,0001021604,1,I
260893,31DEC2008,2008,0001280058,3,C
260893,31DEC2012,2012,0001280058,3,C
264270,31DEC2007,2007,0001274913,3,C
264385,31DEC2008,2008,0001142596,2,C
264385,31DEC2009,2009,0001142596,2,I
264386,31DEC2006,2006,0001106942,5,C
264386,31DEC2008,2008,0001106942,2,C
264386,31DEC2009,2009,0001106942,2,I
264386,31DEC2010,2010,0001106942,3,I
264387,31MAY2007,2006,0001275187,2,I
264416,31DEC2006,2006,0001275014,3,C
264509,31DEC2012,2012,0001283140,3,N
266320,31DEC2009,2009,0001278308,2,I
270281,31DEC2008,2008,0001302362,3,C
271794,31DEC2012,2012,0001389072,1,N
